制造商型号,厂家,描述,库存数量,批号,起订量,香港(美金),单价含税(13%),货期,操作
MC74AC14DTR2G,ON,IC SCHMITT TRIG HEX INV 14-TSSOP,1,A,1+  10+  25+  50+  100+  250+  500+,-,¥2.1971  ¥2.0596  ¥1.9306  ¥1.8086  ¥1.6955  ¥1.5874  ¥1.4872,1-3个工作日,购买
MC74VHC1G00DFT1G,ON,IC GATE NAND 1CH 2-INP SC-70,1237,17+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2197  ¥0.2017  ¥0.1852  ¥0.1673,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
MC74AC273DWR2G,ON,IC D-TYPE POS TRG SNGL 20SOIC,152,17+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0943  ¥1.9537  ¥1.8270  ¥1.7129  ¥1.5984  ¥1.4933  ¥1.3895,1-3个工作日,购买
MC74LCX16245DTG,ON,IC TXRX 16BIT NONINV LV 48-TSSOP,118,2年内,1+  10+  25+  50+  100+  250+  500+,-,¥3.5048  ¥3.2623  ¥3.0511  ¥2.8629  ¥2.6741  ¥2.5112  ¥2.3540,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
NCV7356D1R2G,ON,IC TXRX CAN SGL WIRE 8-SOIC,98,17+,1+  10+  25+  50+  100+  250+  500+,-,¥5.9373  ¥5.5547  ¥5.1756  ¥4.8172  ¥4.5144  ¥4.2256  ¥3.9550,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
LM317BTG,ON,IC REG LDO ADJ 1.5A TO220AB,46,1736+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0135  ¥1.8762  ¥1.7506  ¥1.6284  ¥1.5147  ¥1.4100  ¥1.3221,1-3个工作日,购买
IR2101STRPBF,Infineon,IC DRIVER HIGH/LOW SIDE 8SOIC,15,17,1+  10+  25+  50+  100+  250+  500+,-,¥3.5281  ¥3.3061  ¥3.0929  ¥2.8867  ¥2.6907  ¥2.5280  ¥2.3730,1-3个工作日,购买
MC74LCX16245DTG,ON,IC TXRX 16BIT NONINV LV 48-TSSOP,14,2年内,1+  10+  25+  50+  100+  250+  500+,-,¥4.1515  ¥3.8792  ¥3.6225  ¥3.3919  ¥3.1677  ¥2.9522  ¥2.7685,1-3个工作日,购买
BTS4880RAUMA1,Infineon,,12,a,1+  10+  50+  100+  500+  1000+,-,¥50.7420  ¥48.3246  ¥45.9453  ¥43.7929  ¥41.6272  ¥39.7092,1-3个工作日,购买
NB3N3002DTG,ON,IC CLK GEN XTAL-HCSL 16-TSSOP,10,A,1+  10+  50+  100+  500+  1000+,-,¥24.3623  ¥23.3520  ¥22.2221  ¥21.2605  ¥20.2429  ¥19.3953,1-3个工作日,购买
AP2280-1WG-7,DIODES,IC LOAD SW CTRL 1CH SOT-25,4,a,1+  10+  25+  50+  100+  250+  500+,-,¥4.3267  ¥4.0376  ¥3.7884  ¥3.5463  ¥3.3187  ¥3.0960  ¥2.9041,1-3个工作日,购买
LM2931CTG,ON,IC REG LDO ADJ 0.1A TO220-5,3,.,1+  10+  25+  50+  100+  250+  500+,-,¥5.1497  ¥4.8370  ¥4.5177  ¥4.2066  ¥3.9455  ¥3.6851  ¥3.4345,1-3个工作日,购买
DG408DY-T1-E3,VISHAY,IC MULTIPLEXER 8X1 16SOIC,1,16,1+  10+  100+  500+  1000+,$0.7808  $0.7096  $0.6512  $0.5901  $0.5332,¥6.1226  ¥5.5648  ¥5.1069  ¥4.6270  ¥4.1812,1-3个工作日,购买
MC74AC14DTR2G,ON,IC SCHMITT TRIG HEX INV 14-TSSOP,1,A,1+  10+  25+  50+  100+  250+  500+,-,¥2.1971  ¥2.0596  ¥1.9306  ¥1.8086  ¥1.6955  ¥1.5874  ¥1.4872,1-3个工作日,购买
MC74VHC1G00DFT1G,ON,IC GATE NAND 1CH 2-INP SC-70,1237,17+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2197  ¥0.2017  ¥0.1852  ¥0.1673,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
MC74AC273DWR2G,ON,IC D-TYPE POS TRG SNGL 20SOIC,152,17+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0943  ¥1.9537  ¥1.8270  ¥1.7129  ¥1.5984  ¥1.4933  ¥1.3895,1-3个工作日,购买
MC74LCX16245DTG,ON,IC TXRX 16BIT NONINV LV 48-TSSOP,118,2年内,1+  10+  25+  50+  100+  250+  500+,-,¥3.5048  ¥3.2623  ¥3.0511  ¥2.8629  ¥2.6741  ¥2.5112  ¥2.3540,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
NCV7356D1R2G,ON,IC TXRX CAN SGL WIRE 8-SOIC,98,17+,1+  10+  25+  50+  100+  250+  500+,-,¥5.9373  ¥5.5547  ¥5.1756  ¥4.8172  ¥4.5144  ¥4.2256  ¥3.9550,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
LM317BTG,ON,IC REG LDO ADJ 1.5A TO220AB,46,1736+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0135  ¥1.8762  ¥1.7506  ¥1.6284  ¥1.5147  ¥1.4100  ¥1.3221,1-3个工作日,购买
IR2101STRPBF,Infineon,IC DRIVER HIGH/LOW SIDE 8SOIC,15,17,1+  10+  25+  50+  100+  250+  500+,-,¥3.5281  ¥3.3061  ¥3.0929  ¥2.8867  ¥2.6907  ¥2.5280  ¥2.3730,1-3个工作日,购买
MC74LCX16245DTG,ON,IC TXRX 16BIT NONINV LV 48-TSSOP,14,2年内,1+  10+  25+  50+  100+  250+  500+,-,¥4.1515  ¥3.8792  ¥3.6225  ¥3.3919  ¥3.1677  ¥2.9522  ¥2.7685,1-3个工作日,购买
BTS4880RAUMA1,Infineon,,12,a,1+  10+  50+  100+  500+  1000+,-,¥50.7420  ¥48.3246  ¥45.9453  ¥43.7929  ¥41.6272  ¥39.7092,1-3个工作日,购买
NB3N3002DTG,ON,IC CLK GEN XTAL-HCSL 16-TSSOP,10,A,1+  10+  50+  100+  500+  1000+,-,¥24.3623  ¥23.3520  ¥22.2221  ¥21.2605  ¥20.2429  ¥19.3953,1-3个工作日,购买
AP2280-1WG-7,DIODES,IC LOAD SW CTRL 1CH SOT-25,4,a,1+  10+  25+  50+  100+  250+  500+,-,¥4.3267  ¥4.0376  ¥3.7884  ¥3.5463  ¥3.3187  ¥3.0960  ¥2.9041,1-3个工作日,购买
LM2931CTG,ON,IC REG LDO ADJ 0.1A TO220-5,3,.,1+  10+  25+  50+  100+  250+  500+,-,¥5.1497  ¥4.8370  ¥4.5177  ¥4.2066  ¥3.9455  ¥3.6851  ¥3.4345,1-3个工作日,购买
DG408DY-T1-E3,VISHAY,IC MULTIPLEXER 8X1 16SOIC,1,16,1+  10+  100+  500+  1000+,$0.7808  $0.7096  $0.6512  $0.5901  $0.5332,¥6.1226  ¥5.5648  ¥5.1069  ¥4.6270  ¥4.1812,1-3个工作日,购买
MC74AC14DTR2G,ON,IC SCHMITT TRIG HEX INV 14-TSSOP,1,A,1+  10+  25+  50+  100+  250+  500+,-,¥2.1971  ¥2.0596  ¥1.9306  ¥1.8086  ¥1.6955  ¥1.5874  ¥1.4872,1-3个工作日,购买
FOD817DSD,ON,OPTOISOLATOR 5KV TRANSISTOR 4SMD,160,a,1+  10+  100+  500+  1000+,-,¥1.2245  ¥1.1093  ¥1.0163  ¥0.9195  ¥0.8423,1-3个工作日,购买
IR2101STRPBF,Infineon,IC DRIVER HIGH/LOW SIDE 8SOIC,15,17,1+  10+  25+  50+  100+  250+  500+,-,¥3.5281  ¥3.3061  ¥3.0929  ¥2.8867  ¥2.6907  ¥2.5280  ¥2.3730,1-3个工作日,购买
IL300-DEFG,VISHAY,OPTOISO 5.3KV LINEAR PHVOLT 8DIP,15,a,1+  10+  50+  100+  500+  1000+,-,¥21.9587  ¥20.9333  ¥20.0650  ¥19.2185  ¥18.4234  ¥17.6590,1-3个工作日,购买
6N137SM,ON,ISOLATOR 5KVRMS 1CH OPEN 8-SMD,5,a,1+  10+  25+  50+  100+  250+  500+,-,¥5.9148  ¥5.5362  ¥5.1899  ¥4.8384  ¥4.5318  ¥4.2374  ¥3.9663,1-3个工作日,购买
FOD817DSD,ON,OPTOISOLATOR 5KV TRANSISTOR 4SMD,160,a,1+  10+  100+  500+  1000+,-,¥1.2245  ¥1.1093  ¥1.0163  ¥0.9195  ¥0.8423,1-3个工作日,购买
IL300-DEFG,VISHAY,OPTOISO 5.3KV LINEAR PHVOLT 8DIP,15,a,1+  10+  50+  100+  500+  1000+,-,¥21.9587  ¥20.9333  ¥20.0650  ¥19.2185  ¥18.4234  ¥17.6590,1-3个工作日,购买
6N137SM,ON,ISOLATOR 5KVRMS 1CH OPEN 8-SMD,5,a,1+  10+  25+  50+  100+  250+  500+,-,¥5.9148  ¥5.5362  ¥5.1899  ¥4.8384  ¥4.5318  ¥4.2374  ¥3.9663,1-3个工作日,购买
FOD817DSD,ON,OPTOISOLATOR 5KV TRANSISTOR 4SMD,160,a,1+  10+  100+  500+  1000+,-,¥1.2245  ¥1.1093  ¥1.0163  ¥0.9195  ¥0.8423,1-3个工作日,购买
IL300-DEFG,VISHAY,OPTOISO 5.3KV LINEAR PHVOLT 8DIP,15,a,1+  10+  50+  100+  500+  1000+,-,¥21.9587  ¥20.9333  ¥20.0650  ¥19.2185  ¥18.4234  ¥17.6590,1-3个工作日,购买
6N137SM,ON,ISOLATOR 5KVRMS 1CH OPEN 8-SMD,5,a,1+  10+  25+  50+  100+  250+  500+,-,¥5.9148  ¥5.5362  ¥5.1899  ¥4.8384  ¥4.5318  ¥4.2374  ¥3.9663,1-3个工作日,购买
MMBT4401LT1G,ON,TRANS NPN 40V 600MA SOT23,4000,0851+,1+  10+  100+  250+  500+,-,¥0.5788  ¥0.3270  ¥0.1893  ¥0.0919  ¥0.0452,1-3个工作日,购买
MJD45H11T4G,ON,TRANS PWR PNP 8A 80V DPAK,600,15+,1+  10+  100+  500+  1000+,-,¥1.1838  ¥1.0876  ¥0.9833  ¥0.9034  ¥0.8249,1-3个工作日,购买
MJD44H11T4G,ON,TRANS PWR NPN 8A 80V DPAK,457,1610,1+  10+  100+  500+  1000+,-,¥1.2384  ¥1.1221  ¥1.0264  ¥0.9355  ¥0.8475,1-3个工作日,购买
IRLL014NTRPBF,Infineon,MOSFET N-CH 55V 2A SOT223,390,17+,1+  10+  100+  500+  1000+,-,¥1.3828  ¥1.2690  ¥1.1502  ¥1.0565  ¥0.9718,1-3个工作日,购买
MMBT5401LT1G,ON,TRANS PNP 150V 500MA SOT23,376,2年内,1+  10+  100+  250+  500+,-,¥0.9060  ¥0.4539  ¥0.2622  ¥0.1455  ¥0.0791,1-3个工作日,购买
SBCP56-10T1G,ON,TRANS NPN 80V 1A SOT-223,200,n,1+  10+  100+  500+  1000+,-,¥1.1074  ¥1.0121  ¥0.9259  ¥0.8383  ¥0.7571,1-3个工作日,购买
MJD44H11T4G,ON,TRANS PWR NPN 8A 80V DPAK,187,1747+,1+  10+  100+  500+  1000+,-,¥1.3071  ¥1.1933  ¥1.0886  ¥0.9981  ¥0.9040,1-3个工作日,购买
FOD817DSD,ON,OPTOISOLATOR 5KV TRANSISTOR 4SMD,160,a,1+  10+  100+  500+  1000+,-,¥1.2245  ¥1.1093  ¥1.0163  ¥0.9195  ¥0.8423,1-3个工作日,购买
FDN304P,ON,MOSFET P-CH 20V 2.4A SSOT3,150,18+,1+  10+  100+  500+  1000+,-,¥0.8432  ¥0.7742  ¥0.7046  ¥0.6400  ¥0.5876,1-3个工作日,购买
IRFR13N15DPBF,Infineon,MOSFET N-CH 150V 14A DPAK,100,16+,1+  10+  25+  50+  100+  250+  500+,-,¥6.9562  ¥6.4889  ¥6.0501  ¥5.6312  ¥5.2461  ¥4.9229  ¥4.6075,1-3个工作日,购买
NVR4003NT3G,ON,MOSFET N-CH 30V SOT-23-3,85,1623+,1+  10+  25+  50+  100+  250+  500+,-,¥1.6677  ¥1.5608  ¥1.4616  ¥1.3710  ¥1.2856  ¥1.2012  ¥1.1200,1-3个工作日,购买
2N7002KT1G,ON,MOSFET N-CH 60V 320MA SOT-23,80,17+,1+  10+  100+  500+  1000+,-,¥0.2157  ¥0.1944  ¥0.1757  ¥0.1608  ¥0.1469,1-3个工作日,购买
MMBT2907ALT1G,ON,TRANS PNP 60V 600MA SOT23,69,16,1+  10+  100+  250+  500+,-,¥0.7432  ¥0.3648  ¥0.1715  ¥0.0861  ¥0.0408,1-3个工作日,购买
AUIRF540ZSTRL,Infineon,MOSFET N-CH 100V 36A D2PAK,66,15+,1+  50+  100+  500+  1000+  2500+  5000+,-,¥7.5344  ¥7.1532  ¥6.7718  ¥6.3694  ¥5.9956  ¥5.6475  ¥5.3296,1-3个工作日,购买
MMBF170LT1G,ON,MOSFET N-CH 60V 500MA SOT-23,50,17+,1+  10+  100+  500+  1000+,-,¥0.2944  ¥0.2706  ¥0.2487  ¥0.2243  ¥0.2034,1-3个工作日,购买
PN2222ABU,ON,TRANSISTOR AMP NPN GP TO-92 CASE,50,.,1+  10+  100+  500+  1000+,-,¥0.6142  ¥0.5608  ¥0.5116  ¥0.4666  ¥0.4223,1-3个工作日,购买
DMTH6016LSDQ-13,DIODES,,45,16+,1+  50+  100+  500+  1000+  2500+  5000+,-,¥12.3276  ¥11.6357  ¥10.9389  ¥10.3907  ¥9.7949  ¥9.2779  ¥8.7780,1-3个工作日,购买
IRF9540NPBF,Infineon,MOSFET P-CH 100V 23A TO-220AB,39,15,1+  10+  25+  50+  100+  250+  500+,-,¥2.3831  ¥2.2208  ¥2.0750  ¥1.9358  ¥1.8097  ¥1.6918  ¥1.5791,1-3个工作日,购买
FQH8N100C,ON,MOSFET N-CH 1000V 8A TO-247,30,1741,1+  50+  100+  500+  1000+  2500+  5000+,-,¥12.7517  ¥12.1120  ¥11.4855  ¥10.8590  ¥10.2598  ¥9.7015  ¥9.1977,1-3个工作日,购买
MMBT5401LT1G,ON,TRANS PNP 150V 500MA SOT23,30,17+,1+  10+  100+  500+  1000+,-,¥0.1472  ¥0.1344  ¥0.1235  ¥0.1128  ¥0.1017,1-3个工作日,购买
MMBT5401LT1G,ON,TRANS PNP 150V 500MA SOT23,26,1524,1+  10+  100+  250+  500+,-,¥1.2186  ¥0.6712  ¥0.3128  ¥0.1756  ¥0.0869,1-3个工作日,购买
FDS6681Z,ON,MOSFET P-CH 30V 20A SO-8,19,.,1+  50+  100+  500+  1000+  2500+  5000+,-,¥7.4017  ¥6.9824  ¥6.5924  ¥6.2241  ¥5.8987  ¥5.5935  ¥5.3015,1-3个工作日,购买
IRFZ34NPBF,Infineon,MOSFET N-CH 55V 29A TO-220AB,18,a,1+  10+  100+  250+  500+,$0.0123  $0.0070  $0.0041  $0.0021  $0.0011,¥0.0959  ¥0.0547  ¥0.0317  ¥0.0166  ¥0.0084,1-3个工作日,购买
IL300-DEFG,VISHAY,OPTOISO 5.3KV LINEAR PHVOLT 8DIP,15,a,1+  10+  50+  100+  500+  1000+,-,¥21.9587  ¥20.9333  ¥20.0650  ¥19.2185  ¥18.4234  ¥17.6590,1-3个工作日,购买
MJD45H11T4G,ON,TRANS PWR PNP 8A 80V DPAK,14,17+,1+  10+  100+  500+  1000+,-,¥1.4266  ¥1.2864  ¥1.1742  ¥1.0619  ¥0.9605,1-3个工作日,购买
IRL6372TRPBF,Infineon,MOSFET 2N-CH 30V 8.1A 8SOIC,10,Aa,1+  10+  25+  50+  100+  250+  500+,-,¥5.0927  ¥4.7460  ¥4.4365  ¥4.1677  ¥3.8959  ¥3.6439  ¥3.4017,1-3个工作日,购买
BFP760H6327XTSA1,Infineon,,10,a,1+  10+  25+  50+  100+  250+  500+,-,¥5.5894  ¥5.2408  ¥4.8816  ¥4.5706  ¥4.2552  ¥3.9682  ¥3.7245,1-3个工作日,购买
DMN2009LSS-13,DIODES,MOSFET N-CH 20V 12A 8-SOIC,9,1647,1+  10+  25+  50+  100+  250+  500+,-,¥2.5320  ¥2.3573  ¥2.1971  ¥2.0532  ¥1.9212  ¥1.7957  ¥1.6807,1-3个工作日,购买
SI7117DN-T1-E3,VISHAY,MOSFET P-CH 150V 2.17A 1212-8,9,Aa,1+  10+  25+  50+  100+  250+  500+,-,¥6.6936  ¥6.2363  ¥5.8437  ¥5.4567  ¥5.0953  ¥4.7648  ¥4.4429,1-3个工作日,购买
ZVN4310A,DIODES,MOSFET N-CH 100V 900MA TO92-3,6,A,1+  10+  25+  50+  100+  250+  500+,-,¥6.1703  ¥5.7576  ¥5.3688  ¥5.0436  ¥4.7025  ¥4.4129  ¥4.1132,1-3个工作日,购买
MMBT2907ALT1G,ON,TRANS PNP 60V 600MA SOT23,5,16,1+  10+  100+  250+  500+,-,¥0.5165  ¥0.2658  ¥0.1345  ¥0.0751  ¥0.0401,1-3个工作日,购买
6N137SM,ON,ISOLATOR 5KVRMS 1CH OPEN 8-SMD,5,a,1+  10+  25+  50+  100+  250+  500+,-,¥5.9148  ¥5.5362  ¥5.1899  ¥4.8384  ¥4.5318  ¥4.2374  ¥3.9663,1-3个工作日,购买
FOD817DSD,ON,OPTOISOLATOR 5KV TRANSISTOR 4SMD,160,a,1+  10+  100+  500+  1000+,-,¥1.2245  ¥1.1093  ¥1.0163  ¥0.9195  ¥0.8423,1-3个工作日,购买
IL300-DEFG,VISHAY,OPTOISO 5.3KV LINEAR PHVOLT 8DIP,15,a,1+  10+  50+  100+  500+  1000+,-,¥21.9587  ¥20.9333  ¥20.0650  ¥19.2185  ¥18.4234  ¥17.6590,1-3个工作日,购买
6N137SM,ON,ISOLATOR 5KVRMS 1CH OPEN 8-SMD,5,a,1+  10+  25+  50+  100+  250+  500+,-,¥5.9148  ¥5.5362  ¥5.1899  ¥4.8384  ¥4.5318  ¥4.2374  ¥3.9663,1-3个工作日,购买
FOD817DSD,ON,OPTOISOLATOR 5KV TRANSISTOR 4SMD,160,a,1+  10+  100+  500+  1000+,-,¥1.2245  ¥1.1093  ¥1.0163  ¥0.9195  ¥0.8423,1-3个工作日,购买
IL300-DEFG,VISHAY,OPTOISO 5.3KV LINEAR PHVOLT 8DIP,15,a,1+  10+  50+  100+  500+  1000+,-,¥21.9587  ¥20.9333  ¥20.0650  ¥19.2185  ¥18.4234  ¥17.6590,1-3个工作日,购买
6N137SM,ON,ISOLATOR 5KVRMS 1CH OPEN 8-SMD,5,a,1+  10+  25+  50+  100+  250+  500+,-,¥5.9148  ¥5.5362  ¥5.1899  ¥4.8384  ¥4.5318  ¥4.2374  ¥3.9663,1-3个工作日,购买
NCP15XH103F03RC,Murata,THERMISTOR 10K OHM NTC 0402 SMD,113,2017,1+  10+  100+  500+  1000+,-,¥0.7958  ¥0.7256  ¥0.6567  ¥0.6020  ¥0.5509,1-3个工作日,购买
MC74LCX16245DTG,ON,IC TXRX 16BIT NONINV LV 48-TSSOP,118,2年内,1+  10+  25+  50+  100+  250+  500+,-,¥3.5048  ¥3.2623  ¥3.0511  ¥2.8629  ¥2.6741  ¥2.5112  ¥2.3540,1-3个工作日,购买
NCV7356D1R2G,ON,IC TXRX CAN SGL WIRE 8-SOIC,98,17+,1+  10+  25+  50+  100+  250+  500+,-,¥5.9373  ¥5.5547  ¥5.1756  ¥4.8172  ¥4.5144  ¥4.2256  ¥3.9550,1-3个工作日,购买
MC74LCX16245DTG,ON,IC TXRX 16BIT NONINV LV 48-TSSOP,14,2年内,1+  10+  25+  50+  100+  250+  500+,-,¥4.1515  ¥3.8792  ¥3.6225  ¥3.3919  ¥3.1677  ¥2.9522  ¥2.7685,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
MC74LCX16245DTG,ON,IC TXRX 16BIT NONINV LV 48-TSSOP,118,2年内,1+  10+  25+  50+  100+  250+  500+,-,¥3.5048  ¥3.2623  ¥3.0511  ¥2.8629  ¥2.6741  ¥2.5112  ¥2.3540,1-3个工作日,购买
MC74LCX16245DTG,ON,IC TXRX 16BIT NONINV LV 48-TSSOP,14,2年内,1+  10+  25+  50+  100+  250+  500+,-,¥4.1515  ¥3.8792  ¥3.6225  ¥3.3919  ¥3.1677  ¥2.9522  ¥2.7685,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
LM317BTG,ON,IC REG LDO ADJ 1.5A TO220AB,46,1736+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0135  ¥1.8762  ¥1.7506  ¥1.6284  ¥1.5147  ¥1.4100  ¥1.3221,1-3个工作日,购买
LM2931CTG,ON,IC REG LDO ADJ 0.1A TO220-5,3,.,1+  10+  25+  50+  100+  250+  500+,-,¥5.1497  ¥4.8370  ¥4.5177  ¥4.2066  ¥3.9455  ¥3.6851  ¥3.4345,1-3个工作日,购买
VC060305A150DP,AVX,VARISTOR 6.8V 30A 0603,168,a,1+  10+  25+  50+  100+  250+  500+,-,¥2.5190  ¥2.3559  ¥2.2121  ¥2.0601  ¥1.9177  ¥1.7959  ¥1.6849,1-3个工作日,购买
VC060305A150DP,AVX,VARISTOR 6.8V 30A 0603,32,N,1+  10+  100+  500+  1000+,-,¥1.2759  ¥1.1707  ¥1.0618  ¥0.9637  ¥0.8837,1-3个工作日,购买
BLM15PG100SN1D,Murata,FERRITE CHIP 10 OHM 1A 0402,1980,15+,1+  10+  100+  250+  500+,-,¥0.3028  ¥0.1584  ¥0.0797  ¥0.0453  ¥0.0245,1-3个工作日,购买
BLM15PG100SN1D,Murata,FERRITE CHIP 10 OHM 1A 0402,1980,16,1+  10+  100+  250+  500+,-,¥0.4353  ¥0.2355  ¥0.1150  ¥0.0568  ¥0.0269,1-3个工作日,购买
BLM03AX800SN1D,Murata,FERRITE BEAD 80 OHM 500MA 0201,500,1603+,1+  10+  100+  500+  1000+,-,¥0.6119  ¥0.5592  ¥0.5114  ¥0.4646  ¥0.4215,1-3个工作日,购买
BLM18KG601SN1D,Murata,FERRITE CHIP 600 OHM 1300MA 0603,50,18+,1+  10+  100+  500+  1000+,-,¥0.1539  ¥0.1386  ¥0.1262  ¥0.1149  ¥0.1056,1-3个工作日,购买
BLM15HG102SN1D,Murata,FILTER CHIP 1000 OHM 250MA 0402,44,a,1+  10+  100+  500+  1000+,-,¥0.4235  ¥0.3853  ¥0.3517  ¥0.3176  ¥0.2860,1-3个工作日,购买
ACT45B-510-2P-TL003,TDK,CHOKE COM MODE 51UH 2.8KOHM SMD,1,a,1+  10+  50+  100+  500+  1000+,-,¥17.5830  ¥16.8561  ¥16.0960  ¥15.4449  ¥14.7026  ¥14.0868,1-3个工作日,购买
BLM15PG100SN1D,Murata,FERRITE CHIP 10 OHM 1A 0402,1980,15+,1+  10+  100+  250+  500+,-,¥0.3028  ¥0.1584  ¥0.0797  ¥0.0453  ¥0.0245,1-3个工作日,购买
BLM15PG100SN1D,Murata,FERRITE CHIP 10 OHM 1A 0402,1980,16,1+  10+  100+  250+  500+,-,¥0.4353  ¥0.2355  ¥0.1150  ¥0.0568  ¥0.0269,1-3个工作日,购买
BLM03AX800SN1D,Murata,FERRITE BEAD 80 OHM 500MA 0201,500,1603+,1+  10+  100+  500+  1000+,-,¥0.6119  ¥0.5592  ¥0.5114  ¥0.4646  ¥0.4215,1-3个工作日,购买
BLM18KG601SN1D,Murata,FERRITE CHIP 600 OHM 1300MA 0603,50,18+,1+  10+  100+  500+  1000+,-,¥0.1539  ¥0.1386  ¥0.1262  ¥0.1149  ¥0.1056,1-3个工作日,购买
BLM15HG102SN1D,Murata,FILTER CHIP 1000 OHM 250MA 0402,44,a,1+  10+  100+  500+  1000+,-,¥0.4235  ¥0.3853  ¥0.3517  ¥0.3176  ¥0.2860,1-3个工作日,购买
